,Clase,Barrio,Ubicacion,Descripcion,Precio,Links,fecha_consulta,tipo_prop,operacion,Barrio_vf,localidad,Moneda,precio_efectivo,Precio_vf,Expensas,tdc,precio_en_pesos,ambientes,coords,filtro_coords,Ubicacion_norm,latitud,longitud
3093,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",ACUÑA DE FIGUEROA 1200,Departamento de 1 Ambiente en Venta en Palermo,USD  98.001,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7940926,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,98001,0,1070,104861070,Monoambiente,"(-34.6101684051057, -58.4543712167998)",False,FIGUEROA 1200,-34.6101684051057,-58.4543712167998
3094,"Departamento en Venta en Barrio Norte, Capital Federal","Barrio Norte, Capital Federal",ACUÑA DE FIGUEROA 1200,Departamento de 1 Ambiente en Venta en Barrio Norte,USD  107.001,https://www.argenprop.com/departamento-en-venta-en-barrio-norte-1-ambiente--7940927,2024_03_01,Departamento,Venta,Barrio Norte, Capital Federal,Dólares,precio,107001,0,1070,114491070,Monoambiente,"(-34.6101684051057, -58.4543712167998)",False,FIGUEROA 1200,-34.6101684051057,-58.4543712167998
3095,"Departamento en Venta en Villa Crespo, Capital Federal","Villa Crespo, Capital Federal",WARNES 500,Departamento de 1 Ambiente en Venta en Villa Crespo,USD  56.000,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-1-ambiente--7940931,2024_03_01,Departamento,Venta,Villa Crespo, Capital Federal,Dólares,precio,56000,0,1070,59920000,Monoambiente,"(-34.6018717835068, -58.443301901381)",False,WARNES 500,-34.6018717835068,-58.443301901381
3096,"Departamento en Venta en Palermo Hollywood, Palermo","Palermo Hollywood, Palermo",SOLER 5900,Departamento de 1 Ambiente en Venta en Palermo Hollywood,USD  118.000,https://www.argenprop.com/departamento-en-venta-en-palermo-hollywood-1-ambiente--7943114,2024_03_01,Departamento,Venta,Palermo Hollywood, Palermo,Dólares,precio,118000,0,1070,126260000,Monoambiente,"(-34.5784670407765, -58.4356286056677)",False,SOLER 5900,-34.5784670407765,-58.4356286056677
3097,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",CORRIENTES 4500,Departamento de 1 Ambiente en Venta en Almagro,USD  112.726,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--7943288,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,112726,0,1070,120616820,Monoambiente,"(-34.6024196998066, -58.4285714370977)",False,CORRIENTES 4500,-34.6024196998066,-58.4285714370977
3098,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",CORRIENTES 4500,Departamento de 1 Ambiente en Venta en Almagro,USD  123.456,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--7943289,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,123456,0,1070,132097920,Monoambiente,"(-34.6024196998066, -58.4285714370977)",False,CORRIENTES 4500,-34.6024196998066,-58.4285714370977
3099,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",MEDRANO 1000,Departamento de 1 Ambiente en Venta en Palermo,USD  142.000+$2.750expensas,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7943294,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,142000,2750,1070,151940000,Monoambiente,"(-34.5977632268967, -58.4201627914606)",False,MEDRANO 1000,-34.5977632268967,-58.4201627914606
3100,"Departamento en Venta en Villa Crespo, Capital Federal","Villa Crespo, Capital Federal","Vera  800 3° 800, Piso 3",Vera N° 844 - Depto. Monoambiente Divisible,USD  119.000+$3.000expensas,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-1-ambiente--7942332,2024_03_01,Departamento,Venta,Villa Crespo, Capital Federal,Dólares,precio,119000,3000,1070,127330000,Monoambiente,"(-34.5963361931568, -58.4402155539329)",False,Vera 800,-34.5963361931568,-58.4402155539329
3101,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",DIAZ VELEZ 3800,Departamento de 1 Ambiente en Venta en Almagro,USD  103.000+$10.000expensas,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--7944296,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,103000,10000,1070,110210000,Monoambiente,"(-34.6085432948472, -58.4200609598172)",False,VELEZ 3800,-34.6085432948472,-58.4200609598172
3102,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",SOLER 5900,Departamento de 1 Ambiente en Venta en Palermo,USD  118.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7946051,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,118000,0,1070,126260000,Monoambiente,"(-34.5784670407765, -58.4356286056677)",False,SOLER 5900,-34.5784670407765,-58.4356286056677
3103,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Cabrera 4100,1 Ambiente de Pozo - Desarrollo de Co-living,USD  99.784,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7955106,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,99784,0,1070,106768880,Monoambiente,"(-34.59615979227, -58.4242056716478)",False,Cabrera 4100,-34.59615979227,-58.4242056716478
3104,"Departamento en Venta en Belgrano, Capital Federal","Belgrano, Capital Federal",Av. Monroe 3113-17,Monoambiente Apto Profesional y Vivienda. Muy Luminoso,USD  93.000+$35.000expensas,https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--7956255,2024_03_01,Departamento,Venta,Belgrano, Capital Federal,Dólares,precio,93000,35000,1070,99510000,Monoambiente,"(-34.562285563804316, -58.466618809040554)",False,Monroe 3113,-34.562285563804316,-58.466618809040554
3105,"Departamento en Venta en Almagro, Capital Federal","Almagro, Capital Federal",Potosi 4428,Potosí 4400 P3° Almagro Monoambiente en L Cfte. C/ Bcón. Pque. Centenario.,USD  90.000+$24.824expensas,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--7974455,2024_03_01,Departamento,Venta,Almagro, Capital Federal,Dólares,precio,90000,24824,1070,96300000,Monoambiente,"(-34.607131621130044, -58.42955041699443)",False,Potosi 4428,-34.607131621130044,-58.42955041699443
3106,"Departamento en Venta en Caballito, Capital Federal","Caballito, Capital Federal",HONORIO PUEYRREDON 1100,Departamento de 1 Ambiente en Venta en Caballito,USD  111.000,https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--7975181,2024_03_01,Departamento,Venta,Caballito, Capital Federal,Dólares,precio,111000,0,1070,118770000,Monoambiente,"(-34.5975387646415, -58.4034107492579)",False,PUEYRREDON 1100,-34.5975387646415,-58.4034107492579
3107,"Departamento en Venta en Caballito, Capital Federal","Caballito, Capital Federal",HONORIO PUEYRREDON 1100,Departamento de 1 Ambiente en Venta en Caballito,USD  97.000,https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--7975182,2024_03_01,Departamento,Venta,Caballito, Capital Federal,Dólares,precio,97000,0,1070,103790000,Monoambiente,"(-34.5975387646415, -58.4034107492579)",False,PUEYRREDON 1100,-34.5975387646415,-58.4034107492579
3108,"Departamento en Venta en Belgrano C, Belgrano","Belgrano C, Belgrano",Montañeses 2342 M109,1 Ambiente Tempora Belgrano,USD  121.700,https://www.argenprop.com/departamento-en-venta-en-belgrano-c-1-ambiente--7984118,2024_03_01,Departamento,Venta,Belgrano C, Belgrano,Dólares,precio,121700,0,1070,130219000,Monoambiente,"(-34.55514260342786, -58.45084814844624)",False,Montañeses 2342,-34.55514260342786,-58.45084814844624
3109,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Arenales 2400,Oportunidad Amplio Monoambiente- Recoleta,USD  87.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--7987440,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,87000,0,1070,93090000,Monoambiente,"(-34.5937339638983, -58.4006915145527)",False,Arenales 2400,-34.5937339638983,-58.4006915145527
3110,"Departamento en Venta en Palermo Hollywood, Palermo","Palermo Hollywood, Palermo",Emilio Ravignani al 1300,Venta Monoambiente Palermo Hollywwod,USD  89.000+$14.500expensas,https://www.argenprop.com/departamento-en-venta-en-palermo-hollywood-1-ambiente--7987711,2024_03_01,Departamento,Venta,Palermo Hollywood, Palermo,Dólares,precio,89000,14500,1070,95230000,Monoambiente,"(-34.5854010562475, -58.4434773122783)",False,Ravignani 1300,-34.5854010562475,-58.4434773122783
3111,"Departamento en Venta en Saavedra, Capital Federal","Saavedra, Capital Federal",Av. Cabildo al 4200,Excelente Monoambiente en Venta en Nuñez,USD  88.000+$4.500expensas,https://www.argenprop.com/departamento-en-venta-en-saavedra-1-ambiente--7988319,2024_03_01,Departamento,Venta,Saavedra, Capital Federal,Dólares,precio,88000,4500,1070,94160000,Monoambiente,"(-34.5452791205947, -58.4710125509443)",False,Cabildo 4200,-34.5452791205947,-58.4710125509443
3112,"Departamento en Venta en Flores, Capital Federal","Flores, Capital Federal",Aranguren 2300,1 Ambiente  con Balcón   a Estrenar  Aranguren  2300 Flores,USD  64.000,https://www.argenprop.com/departamento-en-venta-en-flores-2-ambientes--8000976,2024_03_01,Departamento,Venta,Flores, Capital Federal,Dólares,precio,64000,0,1070,68480000,Monoambiente,"(-34.6225889615821, -58.46378257843)",False,Aranguren 2300,-34.6225889615821,-58.46378257843
3113,"Departamento en Venta en Belgrano, Capital Federal","Belgrano, Capital Federal",Monroe 2500,Impecable Monoambiente Ideal Inversor- Belgrano,USD  90.000,https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--8001425,2024_03_01,Departamento,Venta,Belgrano, Capital Federal,Dólares,precio,90000,0,1070,96300000,Monoambiente,"(-34.5588637940714, -58.4608858467333)",False,Monroe 2500,-34.5588637940714,-58.4608858467333
3114,"Departamento en Venta en Flores, Capital Federal","Flores, Capital Federal",Aranguren 2300,1 Ambiente a Estrenar Aranguren 2300 Flores,USD  60.000,https://www.argenprop.com/departamento-en-venta-en-flores-2-ambientes--8008092,2024_03_01,Departamento,Venta,Flores, Capital Federal,Dólares,precio,60000,0,1070,64200000,Monoambiente,"(-34.6225889615821, -58.46378257843)",False,Aranguren 2300,-34.6225889615821,-58.46378257843
3115,"Departamento en Venta en Belgrano, Capital Federal","Belgrano, Capital Federal",Palpa 2400,Monoambiente a Estrenar- Belgrano,USD  110.000,https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--8009023,2024_03_01,Departamento,Venta,Belgrano, Capital Federal,Dólares,precio,110000,0,1070,117700000,Monoambiente,"(-34.5691610539446, -58.4464969322922)",False,Palpa 2400,-34.5691610539446,-58.4464969322922
3116,"Departamento en Venta en Once, Capital Federal","Once, Capital Federal",San Luis al 2600,A Estrenar Monoambiente - San Luis y Av. Pueyrredon 40 m2,USD  92.000+$5.000expensas,https://www.argenprop.com/departamento-en-venta-en-once-1-ambiente--8010563,2024_03_01,Departamento,Venta,Once, Capital Federal,Dólares,precio,92000,5000,1070,98440000,Monoambiente,"(-34.5833232616819, -58.3701725910212)",False,Luis 2600,-34.5833232616819,-58.3701725910212
3117,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Avenida Córdoba 5500,Ideal Inversor Excelente Monoambiente- Palermo,USD  98.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--8014547,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,98000,0,1070,104860000,Monoambiente,"(-34.5881084052846, -58.4393891181099)",False,Córdoba 5500,-34.5881084052846,-58.4393891181099
3118,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Av Cordoba 5500,Excelente Monoambiente- Palermo,USD  98.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--8014592,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,98000,0,1070,104860000,Monoambiente,"(-34.5881084052846, -58.4393891181099)",False,Cordoba 5500,-34.5881084052846,-58.4393891181099
3119,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Avenida Córdoba 5500,Ideal Monoambiente- Palermo,USD  105.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--8014626,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,105000,0,1070,112350000,Monoambiente,"(-34.5881084052846, -58.4393891181099)",False,Córdoba 5500,-34.5881084052846,-58.4393891181099
3120,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Avenida Córdoba 5500,Excelente Monoambiente- Palermo,USD  105.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--8014677,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,105000,0,1070,112350000,Monoambiente,"(-34.5881084052846, -58.4393891181099)",False,Córdoba 5500,-34.5881084052846,-58.4393891181099
3121,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Dr. Emilio Ravignani 1200,Hermoso Monoambiente- Palermo Hollywood,USD  118.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--8040139,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,118000,0,1070,126260000,Monoambiente,"(-34.5861913528821, -58.4442986123434)",False,Ravignani 1200,-34.5861913528821,-58.4442986123434
3122,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Av. Santa Fe 4400,Asombroso Monoambiente- Palermo,USD  92.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--8040314,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,92000,0,1070,98440000,Monoambiente,"(-34.57956782637117, -58.423542002126744)",False,Fe 4400,-34.57956782637117,-58.423542002126744
3123,"Departamento en Venta en Puerto Madero, Centro","Puerto Madero, Centro",Quartier Madero Azopardo 700,"Departamento 1 Ambiente - Puerto Madero, Capital Federal",USD  230.000+$6.000expensas,https://www.argenprop.com/departamento-en-venta-en-puerto-madero-1-ambiente--8040706,2024_03_01,Departamento,Venta,Puerto Madero, Centro,Dólares,precio,230000,6000,1070,246100000,Monoambiente,"(-34.6156853097516, -58.3675683096243)",False,Azopardo 700,-34.6156853097516,-58.3675683096243
3124,"Departamento en Venta en Nuñez, Capital Federal","Nuñez, Capital Federal",Av. Scalabrini Ortiz 1700,Extraordinario Monoambiente- Palermo,USD  110.000,https://www.argenprop.com/departamento-en-venta-en-nunez-1-ambiente--8044524,2024_03_01,Departamento,Venta,Nuñez, Capital Federal,Dólares,precio,110000,0,1070,117700000,Monoambiente,"(-34.5902342752488, -58.4239387938223)",False,Ortiz 1700,-34.5902342752488,-58.4239387938223
3125,"Departamento en Venta en Belgrano, Capital Federal","Belgrano, Capital Federal",Ciudad De La Paz 200,Impecable Monoambiente- Belgrano,USD  130.000,https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--8044954,2024_03_01,Departamento,Venta,Belgrano, Capital Federal,Dólares,precio,130000,0,1070,139100000,Monoambiente,"(-34.5751806675198, -58.4402742104647)",False,Paz 200,-34.5751806675198,-58.4402742104647
3126,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Rep De Honduras 6000,Excelente Monoambiente Apto Profesional- Palermo,USD  115.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--8046866,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,115000,0,1070,123050000,Monoambiente,"(-34.5809390202552, -58.4404048996465)",False,Honduras 6000,-34.5809390202552,-58.4404048996465
3128,"Departamento en Venta en Parque Chacabuco, Capital Federal","Parque Chacabuco, Capital Federal",Malvinas Argentinas al 800,Hermosos 1 Ambientes con Balcón Corrido en Venta - Parque Chacabuco - Malvinas al 800,USD  115.000+$32.000expensas,https://www.argenprop.com/departamento-en-venta-en-parque-chacabuco-2-ambientes--8047578,2024_03_01,Departamento,Venta,Parque Chacabuco, Capital Federal,Dólares,precio,115000,32000,1070,123050000,Monoambiente,"(-34.6329963846258, -58.448122449777)",False,Argentinas 800,-34.6329963846258,-58.448122449777
3130,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Fitz Roy 2000,Extraordinario Monoambiente- Palermo,USD  125.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--8048388,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,125000,0,1070,133750000,Monoambiente,"(-34.5816813911739, -58.4334818831738)",False,Roy 2000,-34.5816813911739,-58.4334818831738
3131,"Departamento en Venta en Palermo, Capital Federal","Palermo, Capital Federal",Fitz roy 2000,Ideal Inversor Asombroso Monoambiente Cn Renta- Palermo,USD  115.000,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--8048420,2024_03_01,Departamento,Venta,Palermo, Capital Federal,Dólares,precio,115000,0,1070,123050000,Monoambiente,"(-34.5816813911739, -58.4334818831738)",False,roy 2000,-34.5816813911739,-58.4334818831738
3132,"Departamento en Venta en Belgrano, Capital Federal","Belgrano, Capital Federal",Av F De Olazabal 2500,Ideal Inversor Monoambiente Inmejorable Ubicación- Belgrano,USD  75.000,https://www.argenprop.com/departamento-en-venta-en-belgrano-1-ambiente--8050349,2024_03_01,Departamento,Venta,Belgrano, Capital Federal,Dólares,precio,75000,0,1070,80250000,Monoambiente,"(-34.5607420086662, -58.4592810569945)",False,Olazabal 2500,-34.5607420086662,-58.4592810569945
3133,"Departamento en Venta en Colegiales, Capital Federal","Colegiales, Capital Federal",Federico Lacroze 3000,Monoambiente Dividido en 2 Amb- Colegiales,USD  92.000,https://www.argenprop.com/departamento-en-venta-en-colegiales--8050507,2024_03_01,Departamento,Venta,Colegiales, Capital Federal,Dólares,precio,92000,0,1070,98440000,Monoambiente,"(-34.5760416396915, -58.448372248838)",False,Lacroze 3000,-34.5760416396915,-58.448372248838
